reference,nom_csv,nom_site
HX_MKLDM1,Gel douche Dermo-Nettoyant BIO 1L Aqua,Crème famille Dermo-Hydratante BIO 100ml Aqua
HX_MKLDM102,Huile de douche Dermo-Apaisante BIO 100ml Aqua,Huile de douche Dermo-Apaisante BIO 100ml...
HX_MKLDM104,Crème de douche Dermo-Nourissante BIO 100 ml Aqua,Crème de douche Dermo-Nourissante BIO 100...
HX_MKLPNTDM,Nez de tablette AQUA,Gel douche Dermo-Nettoyant BIO 1L Aqua
HX_AKSCECOMPPF,Module pelvien Eco,Ceinture abdominale Eco Evolutive
HX_AKSSWYP3PFM,Sangle de verticalisateur dorsale et aide à la déambulation,Sangle de verticalisateur dorsale et aide...
HX_AIC11325,Moniteur de mesure de la qualité de l'air Quaelis 14,Moniteur de mesure de la qualité de l'air...
HX_PET18S15L,Tresse résorbable Optime® 75cm 4/0 Aig19mm Violet,Tresse résorbable Optime® 75cm 4/0 Aig19mm...
HX_PET18I20J,Tresse résorbable Optime® 75cm 3/0 Aig19mm Incolor,Tresse résorbable Optime® 75cm 3/0 Aig19mm...
HX_PHA1717100,Oreiller anatomique à mémoire de forme Pharmaform,Oreiller anatomique à mémoire de forme...
HX_ART02022595000000,Pansement hémostatique Emo Soffix Pic Solution,Pansement hémostatique Emo Soffix Pic...
HX_ART02050076100000,Couvercle pour bassin (blanc),Bassin de lit Couvercle pour bassin de lit .
HX_ART02022727100150,Seringue insuline 1 ml,Seringue à insuline Insumed - 1 ml
HX_ART02024003000000,Pansement Aquabloc Pic Solution assortis 20 pièces,Pansement Aquabloc Pic Solution assortis...
HX_ART02044023030010,"Microperfuseur Mirage bleu 23 G 20 mm x 0,60 - La",Microperfuseur Mirage bleu 23 G 20 mm x...
HX_ART02002261000050,Aiguilles pour stylos Insupen Original 32 G x 4 mm,Aiguilles pour stylos Insupen Original -...
HX_ART02022678000100,Sparadrap tissu non tissé Soffix Stretch 10 m x 5 cm,Sparadrap tissu non tissé Soffix Stretch...
HX_ART02022989000030,Aiguilles pour stylo Insupen Original 31 G x 6 mm,Aiguilles pour stylo Insupen Original - 31...
HX_ART02022990000030,Aiguilles pour stylos Insupen Original 31 G x 8 mm,Aiguilles pour stylos Insupen Original -...
HX_ART02044021180600,Kit de prélèvement  Vacumirage Smartsafe - Vert,Kit de prélèvement  Vacumirage Smartsafe -...
HX_ART58043027040100,Aiguilles de mésothérapie  27 G x 4 mm,"Aiguilles de mésothérapie  - 27 G x 5/32"""
HX_ART58071000090150,Seringue à insuline sans aiguille 1 ml,Seringues à insuline sans aiguille - 1 ml...
HX_ART58076000090100,Seringue sans aiguille 10 ml Luer central,Seringues sans aiguille - 10 ml - Luer...
HX_ART02044023180600,Kit pour prélèvement sanguin sécurisé avec adaptateur Vacumirage Smartsafe,Kit pour prélèvement sanguin sécurisé avec...
HX_ART58073000090100,"Seringue sans aiguille 2,5 ml Lueur central","Seringues sans aiguille - 2,5 ml - Lueur..."
HX_ART0201226010000,"Poche de glace instantanée Pic Solution 13,5x18 cm - La boîte de 2 sachets",Poche de glace instantanée Pic Solution...
HX_ART0202224510000,Bombe de froid Ice Spray Pic Solution 150ml - L'unité,Bombe de froid Ice Spray Pic Solution...
HX_ART02022246000000,Bombe de froid Ice Spray Pic Solution 400 ml - L'unité,Bombe de froid Ice Spray Pic Solution 400...
HX_ART02071250300350,Seringue à insuline - Montée,Seringues à insuline - Montées
HX_PIL9496FR001072,Pilulier semainier Pilbox Liberty Edition Limitée Gris,Pilulier semainier Pilbox Liberty Edition...
HX_PIL94101FRRELIFT,Pilulier semainier à modules amovibles Pilbox® 7,Pilulier semainier à modules amovibles...
HX_PIL94109FRZOOV2,Pilulier semainier design fantaisie 7.4 zoo Pilbox®,Pilulier semainier design fantaisie 7.4...
HX_PIL94109FRMED,Pilulier semainier design fantaisie 7.4 médical Pilbox®,Pilulier semainier design fantaisie 7.4...
HX_PIL94108FRB,Pilulier semainier compact Pilbox® Tempo Turquoise,Pilulier semainier compact Pilbox® Tempo...
HX_PRISTE124,Fauteuil releveur Minotaure - Nubuck marron - 4 moteurs,Fauteuil releveur Minotaure - Nubuck...
HX_RAF061205,Pansement adhésif non tissé 2x7 cm non stérile,Pansement adhésif non tissé 2x7 cm non...
HX_PHA097300,"Rehausse WC confort 11,5 cm Réhosoft® sans abattant","Rehausse WC confort 11,5 cm Réhosoft® sans..."
HX_PHA097301,"Rehausse WC confort 11,5 cm Réhosoft® avec abattant","Rehausse WC confort 11,5 cm Réhosoft® avec..."
HX_REV5060217490303,Electrodes corporelles de remplacement pour Revitive,Electrodes corporelles de remplacement...
HX_REV66465573AQ,Stimulateur de circulation sanguine Revitive Medical,Stimulateur de circulation sanguine...
HX_REV61575574AQ,Stimulateur de circulation sanguine Revitive Medic Genou,Stimulateur de circulation sanguine...
HX_REV16679882UL,Ultrason présentoir étagère en carton FR,Tête de recharge Revitive Aerosure
HX_REV29392859ACFRBEN,Electrodes cuisses de remplacement - Arthrose genou,Electrodes cuisses de remplacement -...
HX_REVREVITIVE,REVITIVE Medic Pharma - Stimulateur de circulation Sanguine,REVITIVE Medic Pharma - Stimulateur de...
HX_RIV63047,Gel lavant dermatologique corps & cheveux - 500 ml,Gel lavant dermatologique corps & cheveux...
HX_RIV63046,Gel lavant dermatologique corps & cheveux - 1000 ml,Gel lavant dermatologique corps & cheveux...
HX_ID35105003000,Bavoir jetable adulte 2 plis avec poche iD Care - Sachet de 100,Bavoir jetable adulte 2 plis avec poche iD...
HX_ID35101001000,Serenity Care Gel lavant 2 en 1 (corps et cheveux),Serenity Care Gel lavant 2 en 1 (corps et...
HX_ID35102002000,Serenity Care Mousse nettoyante corporelle sans rinçage,Serenity Care Mousse nettoyante corporelle...
HX_HEXMARCEL2MGR,Fauteuil releveur 2 moteurs Marcel Gris de Taupe,Fauteuil releveur 2 moteurs Marcel Gris de...
HX_INV1532633,Chaise de douche découpe intime Sorrento Aquatec®,Chaise de douche découpe intime Sorrento...
HX_INV1532660,Tabouret de douche découpe anatomique Sorrento Aquatec®,Tabouret de douche découpe anatomique...
HX_INV1012810,"Rehausse WC ajustable 6, 10 ou 15 cm Aquatec® AT900","Rehausse WC ajustable 6, 10 ou 15 cm..."
HX_INV1573661,Paire de relève-jambes complet Action 2NG et 3NG S,Paire de relève-jambes complet Action 2NG...
HX_SMI66800270,Pansement hydrocellulaire Allevyn Gentle Border 10 x 10 cm,Pansement hydrocellulaire Allevyn Gentle...
HX_SMI66801031,Pansement Sacrum Allevyn Gentle Border 23 x 21.6 cm,Pansement Sacrum Allevyn Gentle Border 23...
HX_SMI66800898,"Pansement Sacrum Allevyn Gentle Border 16,8 x 17,1 cm",Pansement Sacrum Allevyn Gentle Border...
HX_SMI66800900,Pansement hydrocellulaire Allevyn Gentle Border 10 x 20 cm,Pansement hydrocellulaire Allevyn Gentle...
HX_SMI66320570,Film transparent adhésif en rouleau Opsite Flexifix 1 M x 10 cm,Film transparent adhésif en rouleau Opsite...
HX_SMI66801013,"Pansement hydrocellulaire Allevyn Gentle Border Lite Oval 8,6 x 7,7 cm",Pansement hydrocellulaire Allevyn Gentle...
HX_SMI66800269,"Pansement hydrocellulaire Allevyn Gentle Border 7,5 x 7,5 cm",Pansement hydrocellulaire Allevyn Gentle...
HX_HOLDSPSP1643,Thermomètre électronique Tempo 10 Flex Spengler Vert,Thermomètre électronique Tempo 10 Flex...
HX_HOLSP3066,Thermomètre sans contact Spengler Tempo Easy gris,Thermomètre sans contact Spengler Tempo...
HX_HOLDSPSPG340,Tensiomètre électronique au poignet AutoTensio SPG 340,Tensiomètre électronique au poignet...
HX_HOLDSPSPG440ML,Tensiomètre électronique au bras AutoTensio SPG 440 - Taille M/L,Tensiomètre électronique au bras...
HX_SPETHE003ACC1,Couvre-sondes pour Thermomètre Tempo Ear pro x800,Couvre-sondes pour Thermomètre Tempo Ear...
HX_SPE521317,Tensiomètre manuel ambidextre Lian Métal - Spengler,Tensiomètre manuel ambidextre Lian Métal -...
HX_PARST03849,Collecteur Premium 10 L,Collecteurs Premium Collecteur 10 l. Dim....
HX_SUBSBM1AE001,Câbles moyens pour électrodes ActiTENS - pack de 2,Câbles moyens pour électrodes ActiTENS -...
HX_SWASM67,Lame chirurgicale pour bistouri n° 22A,Lame chirurgicale pour bistouri n° SM64
HX_SYLFA1520,Pansement film adhésif transparent stérile Sylafilm 15 x 20 cm,Pansement film adhésif transparent stérile...
HX_SYLFA0607,Pansement film adhésif transparent stérile Sylafilm 6 x 7 cm,Pansement film adhésif transparent stérile...
HX_INV910101,Siège de douche mural escamotable Sansibar Aquatec®,Siège de douche mural escamotable Sansibar...
HX_SUBSBM1AG302,Brassard actiTENS T3 (Tour de bras entre xx cm et,Brassard actiTENS T3 (Tour de bras entre...
HX_SUBSBM1AG400,Accessoire textile ceinture/soutien-gorge actiTEN,Accessoire textile ceinture/soutien-gorge...
HX_SUBSBM1AE003,Câbles longs pour électrodes ActiTENS - pack de 2,Câbles longs pour électrodes ActiTENS -...
HX_TEC50822,Accoudoirs Moem,Seau pour chaise percée Moem
HX_SCA792216,Sous-vêtement absorbant jetable - Tena pants Proskin Plus taille XXS,Sous-vêtement absorbant jetable - Tena...
HX_SCA792342,Sous-vêtement absorbant jetable - Tena pants Proskin Plus taille XS,Sous-vêtement absorbant jetable - Tena...
HX_SCA711208,TENA ProSkin Slip Super - Taille M,TENA Slip ProSkin Super - Taille M
HX_SCA712500,TENA Slip Maxi Large,TENA Slip ProSkin Maxi - Taille L
HX_SCA780203,TENA Silhouette - Taille basse Normal Noir - Taille M,TENA Silhouette - Taille basse Normal Noir...
HX_SCA740700,TENA ProSkin Soft Wipe - Dimensions : 19 x 30 cm,TENA ProSkin Soft Wipe - Dimensions : 19 x...
HX_SCA744000,TENA ProSkin Cellduk - Dimensions : 25 x 33 cm,TENA ProSkin Cellduk - Dimensions : 25 x...
HX_SCA740400,TENA ProSkin Wash Glove - Dimensions : 16 x 25 cm - Non plastifiés,TENA ProSkin Wash Glove - Dimensions : 16...
HX_SCA740500,TENA ProSkin Wash Glove - Dimensions : 16 x 25 cm - Plastifiés,TENA ProSkin Wash Glove - Dimensions : 16...
HX_SCA740701,TENA ProSkin Wash Gloves - Dimensions : 16 x 25 cm,TENA ProSkin Wash Gloves - Dimensions : 16...
HX_SCA1102,Tena Rectangular Absorbent Pad - Dimensions : 20 x 60 cm,Tena Rectangular Absorbent Pad -...
HX_SCA780401,TENA Silhouette - Taille haute Normal Noir - Taille M,TENA Silhouette - Taille haute Normal Noir...
HX_SCA780421,TENA Silhouette - Taille haute Normal Noir - Taille L,TENA Silhouette - Taille haute Normal Noir...
HX_SCA780223,TENA Silhouette - Taille basse Normal Noir - Taille L,TENA Silhouette - Taille basse Normal Noir...
HX_SCA770044,TENA Bed Underpad Normal - Dimensions 60 x 60 cm,TENA Bed Underpad Normal - Dimensions 60 x...
HX_SCA792862,TENA Pants Proskin Plus - Taille XXL - Bariatric Plus,TENA Pants Proskin Plus - Taille XXL -...
HX_SCA770046,TENA Bed Underpad Normal - Dimensions 60 x 90 cm,TENA Bed Underpad Normal - Dimensions 60 x...
HX_SCA61391,TENA ProSkin Slip Super - Taille 3XL - Bariatric,TENA ProSkin Slip Super - Taille 3XL -...
HX_SCA61490,TENA ProSkin SlipSuper - Taille XXL - Bariatric,TENA ProSkin SlipSuper - Taille XXL -...
HX_SCA770132,TENA Bed Underpad Plus - Dimensions 60 x 40 cm,TENA Bed Underpad Plus - Dimensions 60 x...
HX_SCA720611,TENA Bibs - Taille M/L - Dimensions : 37 x 68 cm,TENA Bibs - Taille M/L - Dimensions : 37 x...
HX_SCA720511,TENA Bibs - Taille S/M - Dimensions : 37 x 48 cm,TENA Bibs - Taille S/M - Dimensions : 37 x...
HX_SCA770120,TENA Bed Underpad Plus - Dimensions 60 x 90 cm,TENA Bed Underpad Plus - Dimensions 60 x...
HX_SCA4249,TENA ProSkin Wash Cream / 3-en-1 - Flacon 1000 ml,TENA ProSkin Wash Cream / 3-en-1 - Flacon...
HX_SCA4242,TENA ProSkin Wash Cream / 3-en-1 - Flacon de 500 ml,TENA ProSkin Wash Cream / 3-en-1 - Flacon...
HX_SCA4238,TENA ProSkin Wash Cream / 3-en1 - Flacon de 250 ml,TENA ProSkin Wash Cream / 3-en1 - Flacon...
HX_SCA1207,TENA ProSkin Shampoo & Shower - Flacon de 500 ml,TENA ProSkin Shampoo & Shower - Flacon de...
HX_SCA9766,TENA ProSkin Plastic-Free Wet Wipes Lingettes - Dimensions 30 x 20 cm,TENA ProSkin Plastic-Free Wet Wipes...
HX_TERMDSS01S2516E,Seringue 3 pièces Tuberculine 1 ML 25Gx16mm,Seringues 3 pièces Tuberculine - 1 ml - 25...
HX_TERMDSS01S2613E,Seringue Tuberculine 1ML 26Gx13mm,Seringues Tuberculine - 1 ml - 26 G -...
HX_TERMDSS05S2138E,Seringue 3 pièces 5 ml avec aiguille 21Gx38mm,Seringues 3 pièces - 5 ml - Avec aiguille...
HX_TERMDSS10S2138E,Seringue 3 pièces 10 ml Avec aiguille 21Gx38mm,Seringues 3 pièces - 10 ml - Avec aiguille...
HX_TERMDSS20ESE,Seringue 3 pièces 20 ml Embout excentré,Seringues 3 pièces - 20 ml - Luer Lock...
HX_TERMDSS01SE,Seringue 3 pièces Tuberculine 1 ml sans aiguille,Seringues 3 pièces Tuberculine - Sans...
HX_TERMDSS03SE,Seringue 3 Pièces 3 ml - Luer Slip Terumo,Seringues 3 pièces - 3 ml - Luer Slip centré
HX_TERAN2138R1,Aiguille Hypodermique Verte 21 G,Aiguilles hypodermiques - Vertes - 21 G -...
HX_TERAN2150R1,Aiguille Hypodermique verte 21 G,Aiguilles hypodermiques - Vertes - 21 G -...
HX_TERAN2116R1,Aiguille Hypodermique Verte 21 G,Aiguilles hypodermiques - Vertes - 21 G -...
HX_TERAN2125R1,Aiguille Hypodermique Verte21 G,Aiguilles hypodermiques - Vertes - 21 G -...
HX_TERAN1938R1,Aiguille Hypodermique creme19 G,Aiguilles hypodermiques - Crèmes - 19 G -...
HX_TERAN2038R1,Aiguille Hypodermique Jaune20 G,Aiguilles hypodermiques - Jaunes - 20 G -...
HX_TERAN2025R1,Aiguille Hypodermique Jaune20 G,Aiguille hypodermique - Jaune - 20 G
HX_TERAN1838S1,Aiguille Hypodermique Rose 18 G,Aiguilles hypodermiques - Roses - 18 G -...
HX_TERAN1838R1,Aiguille Hypodermique rose 18 G L. 38 mm,Aiguille Hypodermique Rose 18 G
HX_TERAN3013R1,Aiguille Agani Phlébologie 31/10 13 mm,Aiguilles hypodermiques - Jaunes - 30 G -...
HX_TERSS50L1,Seringue 3 pièces 50 ML Embout luer loc,Seringues 3 pièces - 50 ml - Luer lock centré
HX_TERSS50ES1,Seringue 3 pièces 50 ML Embout excentré,Seringues 3 pièces -50 ml - Luer Slip...
HX_TERSS50C1,Seringue 3 pièces 50 ML Embout cathéter,Seringues 3 pièces - 50 ml - Embout cathéter
HX_TERMDSS03S2138E,Seringues 3 pièces 3ml Avec aiguille,Seringues 3 pièces - Avec aiguille - 3 ml
HX_TERSV23NL30,Microperfuseur à ailettes  SURFLO bleu sans prot,Microperfuseur à ailettes  SURFLO bleu...
HX_TERSS20L1,Seringue 3 pièces 20 ml Luer Lock,Seringues 3 pièces - 20 ml - Luer Lock centré
HX_TERAN2719R1,Aiguille Hypodermique gris 27 G L. 19 mm,Aiguilles hypodermiques - Grises - 27 G -...
HX_TERSRDM2032WX,Catheter court à ailettes SURFLO W 20 G,Cathéter et obturateur Cathéter ailettes...
HX_TERSS02LE1,"Seringue 3 pièces 2,5 ml Luer Lock","Seringues 3 pièces - 2,5 ml - Luer Lock..."
HX_TERSS05LE1,Seringue 3 pièces 5 ml Luer Lock,Seringues 3 pièces - 5 ml - Luer Lock centré
HX_TERSS10LE1,Seringue 3 pièces 10 ml Luer Lock,Seringues 3 pièces - 10 ml - Luer Lock centré
HX_TERAN2232R1,Aiguille Hypodermique Noire 22 G,Aiguilles hypodermiques - Noires - 22 G -...
HX_TERAN2238R1,Aiguille Hypodermique Noire 22 G,Aiguilles hypodermiques - Noires - 22 G -...
HX_TERAN2325R1,Aiguille Hypodermique bleue 23 G,Aiguilles hypodermiques - Bleues - 23 G -...
HX_TERAN2332R1,Aiguille Hypodermique bleue 23 G,Aiguilles hypodermiques - Bleues - 23 G -...
HX_TERAN2425R1,Aiguille Hypodermique Violette 24 G,Aiguilles hypodermiques - Violettes - 24 G...
HX_TERAN2516R1,Aiguille Hypodermique Orange 25 G,Aiguilles hypodermiques - Oranges - 25 G -...
HX_TERAN2525R1,Aiguille Hypodermique Orange 25 G,Aiguilles hypodermiques - Oranges - 25 G -...
HX_TERAN2613R1,Aiguille Hypodermique Marron 26 G,Aiguilles hypodermiques - Marrons - 26 G -...
HX_TERAN2716R1,Aiguille Hypodermique gris 27 G L. 16 mm,Aiguilles hypodermiques - Grises -  27 G -...
HX_TERMDSS10ESE,Seringue 3 pièces 10 ml - Embout excentré,Seringues 3 pièces - 10 ml - Luer Slip...
HX_TER8SRDM2225SD,"Cathéter I.V. SURFLO-S Plus 22Gx1''-0,9x25mm-FEP - BLEU",Cathéter I.V. SURFLO-S Plus...
HX_TERSRDM1832PD,"Cathéter IV à ailettes site d'injection SURFLO-WP 18 G – 32 x 1,30 mm FEP Vert",Cathéter IV à ailettes site d'injection...
HX_TERSRDM2032PD,Cathéter IV à ailettes et site d'injection SURFLO-WP 20G - 32 x 1 mm  FEP Rose BT50,Cathéter IV à ailettes et site d'injection...
HX_TERSRDS2419SD,Cathéter Sécurise Droit Surshield Versatus-S 24G 19Mm,Cathéter Sécurise Droit Surshield...
HX_TERSRDS2225SD,Cathéter Sécurise Droit Surshield Versatus-S 22G 25mm,Cathéter Sécurise Droit Surshield...
HX_TERSRDS2032SD,Cathéter Sécurisé droit Surshield Versatus-S 20G 32mm,Cathéter Sécurisé droit Surshield...
HX_TERSRDS1645SD,Cathéter sécurisé droit Surshield Versatus-S 16G 45 mm,Cathéter sécurisé droit Surshield...
HX_TERSRDM2419PD,"Cathéter IV à ailettes site d'injection SURFLO-WP  24G - 19 x 0,74mm - FEP Jaune",Cathéter IV à ailettes site d'injection...
HX_TERSRDM2225WD,Cathéter IV court à ailettes SURFLO W 22L - Bleu,Cathéter IV court à ailettes SURFLO W 22L...
HX_TERSROX1651C1,"Cathéter Intra Veineux  Surflo 16Gx2''-1,70X51 Mm-Efte-Gris",Cathéter Intra Veineux  Surflo...
HX_TERSAN2538R1,Aiguille sécurité Safety Agani 25G 38 Mm-Orange,Aiguilles hypodermiques de sécurité Agani...
HX_TERSAN2338R1,Aiguille sécurité Safety Agani 23G 38 Mm-Bleu,Aiguilles hypodermiques de sécurité Agani...
HX_TERSAN2138R1,Aiguille Sécurité Safety Agani 21G 38 Mm-Vert,Aiguilles hypodermiques de sécurité Agani...
HX_TERSAN1838R1,Aiguille sécurité Safety Agani 18G 38 Mm,Aiguilles hypodermiques de sécurité Agani...
HX_OWE003769,Kit de prélèvement sanguin avec adaptateur Luer 21G tubulure 20cm,Kit de prélèvement sanguin avec adaptateur...
HX_OWE003781,Kit de prélèvement sanguin  avec adaptateur Luer 23G tubulure 20cm,Kit de prélèvement sanguin  avec...
HX_EXP03770018808031,Brassard VitaliTENS Standard,Brassard VitaliTENS XS
HX_EXP03770018808017,Brassard VitaliTENS XL,Brassard VitaliTENS XS
HX_CLE474UZEROPLUSBOR40,Sabot ZeroPlus Bordeaux 40,Sabot ZeroPlus Bordeaux 35
HX_CLE474UZEROPLUSBOR42,Sabot ZeroPlus Bordeaux 42,Sabot ZeroPlus Bordeaux 35
HX_CLE475UZEROPLUSLIL42,Sabot ZeroPlus Lila 42,Sabot ZeroPlus Lila 35
HX_WEPEB02010,Sac urgence Elite Bags Critical Rouge,Sac à dos médical City Elite Bags
HX_WEPEB02008,Sac urgence Extrême Elite Bags,Sac à dos Paramed's EVO Elite Bags
HX_MEDA11218,Gants de chirurgie en latex - Stériles non poudrés - T 8 - Boîte de 50,Gants de chirurgie en latex - Stériles non...
HX_MEDM13002S2,"Compresse gaze 17 fils - 8 plis - 7,5 cm x 7,5 cm",Compresse gaze stérile 17 fils - 8 plis -...
HX_MEDM13001S2,Compresse gaze stérile 17 fils - 8 plis 5cmx5cm,Compresse gaze stérile 17 fils - 8 plis -...
HX_MEDA11216,Gants de chirurgie en latex - Stériles non poudrés - T 6 - Boîte de 50,Gants de chirurgie en latex - Stériles non...
HX_MEDA112175,"Gants de chirurgie en latex - Stériles non poudrés - T 7,5 - Boîte de 50",Gants de chirurgie en latex - Stériles non...
HX_MEDM13001S5,COMPRESSES DE GAZE STERILES - 5 x 5 cm - 8 plis,"Compresse gaze stérile 7,5 cm x 7,5 cm"
HX_MEDM50330,Set de pose de stérilet,Tampons alcoolisés
HX_MEDA11217,Gants de chirurgie en latex - Stériles non poudrés - T 7 - Boîte de 50,Gants de chirurgie en latex - Stériles non...
HX_MEDA112185,"Gants de chirurgie en latex - Stériles non poudrés - T 8,5 - Boîte de 50",Gants de chirurgie en latex - Stériles non...
HX_MEDM1310230,"Compresse non tissé non stérile 7,5 cm x 7,5 cm","Compresse non tissé non stérile 7,5 cm x..."
HX_MEDM13002,"Compresse gaze Non Stérile 7,5 cm x 7,5 cm","Compresse gaze stérile 7,5 cm x 7,5 cm"
HX_MEDM13101S2,COMPRESSES NON TISSEES STERILES - 5 x 5 cm - 4 plis,COMPRESSES NON TISSEES STERILES - 5 x 5 cm...
HX_MEDM13102S2,"Compresses Non Tissées Stérile 7,5 cm x 7,5 cm","Compresses Non Tissées Stérile 7,5 cm x..."
HX_MEDA112165,"Gants de chirurgie en latex - Stériles non poudrés - T 6,5 - Boîte de 50",Gants de chirurgie en latex - Stériles non...
HX_WHEEBAG,Sac WheeBag Kit,Wheeleo® - Déambulateur à une main
HX_MEDMDS193094,Support horizontal de boites à gants métal blanc,Support horizontal de boites à gants métal...
HX_MEDH00340FCE,Humidificateur Aquapack 340Ml - Connexion Française,Humidificateur Aquapack 340Ml - Connexion...
HX_MEDDYNDCLO1000,Bocal externe d'aspiration réutilisable MED-SOFT 1L,Bocal externe d'aspiration réutilisable...
HX_MEDOR53926,Poche souple à usage unique et bocal réutilisable 1.5L,Poche souple à usage unique et bocal...
HX_MED41007S,"Masque à haute concentration, allongé avec tubulure adulte","Masque à haute concentration, allongé avec..."
HX_MED41058S,"Masque à haute concentration pédiatrique, semi ouvert allongé avec tubulure","Masque à haute concentration pédiatrique,..."
HX_MED4717395CE,Spiromètre incitatif à débit orienté - Triflo II,Spiromètre incitatif à débit orienté -...
HX_MEDES15211CE40,Champs essential adhésif 75*90cm BT 40,Champs essential adhésif 75*90cm  pBoite...
HX_MED41042,Masque à oxygène moyenne concentration pédiatrique,Masque à oxygène moyenne concentration...
HX_MED1041S,Masques à oxygène moyenne concentration adulte,Masques à oxygène moyenne concentration...
HX_MEDP45PBMS,Haut de pyjama de bloc référence taille M-BT50,Haut de pyjama de bloc référence taille...
HX_MEDTUBVAC,Tubulure renforcée pour connexion bocal/source de vide,Tubulure renforcée pour connexion...
HX_HAR995075,"Lingettes imprégnées Molicare Skin - 20 x 29,5 cm",Lingettes imprégnées Molicare Skin - 20 x...
HX_ERG9ST01,Kit entretoises largeur entre accoudoirs +8 cm,Kit entretoises largeur entre accoudoirs...
HX_ERG7M230000,Bombe anti crevaison,Support smartphone
HX_ERG7M10000,Assise positon 3 réglages,Support smartphone
HX_ERG7M090000,Roues avant bandage ERGO 08L,Support smartphone
HX_ERG7M05000G,Pantographe joystick Gauche,Repose jambe Gauche
HX_ERG7M050000,Pantographe joystick Droit,Support smartphone
HX_ERG7M01G000,Accoudoirs Gel E07L/E08L par 2,Support smartphone
HX_ERG7E010000,Adaptateur chargeur batterie E07/ E08,Support smartphone
HX_ERG9T130000,Drap de chargement,Support smartphone
HX_ERG9T05000,Sac de transport Ergo,Support smartphone
HX_CLE471UZEROPLUSNEG42,Sabot ZeroPlus Noir 42,Sabot ZeroPlus Noir 35
HX_CLE471UZEROPLUSNEG37,Sabot ZeroPlus Noir 37,Sabot ZeroPlus Noir 35
HX_CLE470UZEROPLUSBLA40,Sabot ZeroPlus Blanc 40,Sabot ZeroPlus Blanc 38
HX_CLE472UZEROPLUSAZU45,Sabot ZeroPlus Bleu Marine 45,Sabot ZeroPlus Bleu Marine 35
HX_CLE470UZEROPLUSBLA45,Sabot ZeroPlus Blanc 45,Sabot ZeroPlus Blanc 38
HX_CLE470UZEROPLUSBLA46,Sabot ZeroPlus Blanc 46,Sabot ZeroPlus Blanc 38
HX_CLE472UZEROPLUSAZU46,Sabot ZeroPlus Bleu Marine 46,Sabot ZeroPlus Bleu Marine 35
HX_CLE472UZEROPLUSAZU37,Sabot ZeroPlus Bleu Marine 37,Sabot ZeroPlus Bleu Marine 35
HX_CLE471UZEROPLUSNEG46,Sabot ZeroPlus Noir 46,Sabot ZeroPlus Noir 35
HX_ERGNC789M0300,Appui-tête (coussin + fixation),Support smartphone
HX_ERGACT00300,Sacoche / Accoudoirs,Réflecteur arrière
HX_ERGACM00200,Panier Ergo,Porte-tasse
HX_ERGACCO01,Repose-pieds escamotable et amovible,Lampe LED + fixation
HX_ERGAC00300,Chargeur USB,Lampe LED + fixation
HX_HOLA1416112,Otoscope Smartled Spengler X Luxamed Edition - Noir,Otoscope Smartled Spengler X Luxamed...
HX_HOLA1416194,Otoscope Smartled Spengler X Luxamed Edition - Myrtille,Otoscope Smartled Spengler X Luxamed...
HX_HOLA1516514,Otoscope Smartled Spengler X Luxamed Edition - Vert - Pédiatrique,Otoscope Smartled Spengler X Luxamed...
HX_HAR478914,Set de pose sur voie veineuse périphérique MediSet®,Set de pose sur voie veineuse périphérique...
HX_ERG8M15P000,Roues arrière pneumatique E08L,Système Clip & go
HX_ERG8M06000,Repose-pieds monobloc,Repose jambe Droit
HX_ERG7P010000,Porte canne + support,Support smartphone
HX_ERG7M240000,Boule de pilotage joystick,Support smartphone
HX_ERGACE00300,Gonfleur électrique portatif,Lampe LED + fixation
HX_WEPWM10795,Tuyau Aspiration Raccord Coude Serre,Aspirateur de mucosités Accuvac Lite...
HX_WEPWF57155,Poche aspiration Serres usage unique 1L Accu,Orthèse rigide de pouce - Main droite T.S
HX_ONTLSFM5121BR08,Protection anatomiques Suprem Form Regular Plus Lille,Protection anatomiques Suprem Form Regular...
HX_ONTLSFE313107,Protection féminines Suprem Light Normal Lille,Protection féminines Suprem Light Normal...
HX_DIDPER1YFL25,Perfuseur 1V gravity 5.5 sit Y sans DEHP sans BPA,Perfuseur 1V gravity 5.5 sit Y sans DEHP...
HX_SYS2901HUPN,Kit pour humidification circuit clos,Cadre de marche Bruxelles - Fixe - Drive...
HX_SYS2901HUOV,Kit pour humidification circuit ouvert,Cadre de marche Bruxelles - Fixe - Drive...
HX_SYS2901H,Kit de nébulisation aérosol ultasonic,Système d'irrigation transanale STD...
HX_ONT2316711,BabyCharm Super Dry Nappy New Born 2-5 kg,Babycharm Super Dry Flex  XL 13-18kg
HX_STAPRO2,Appareil de pressothérapie PRO 2 + jambières longues,Appareil de pressothérapie PRO 2 +...
HX_MIKTESTANGINE,Test angine abaisse langue Sejoy,Poche de froid instantané à usage unique...
HX_HAR685020,Pansement superabsorbant stérile non adhérent RespoSorb Super 10 x 10 cm,Pansement superabsorbant stérile non...
LOCAERO,Location appareil générateur aerosol pneumatique ou sonique  jusqu'à 4 sem.,Chaussure Post-Op Donjoy PodaPro - XS -
LOCFRM2ACC,Location fauteuil roulant manuel 2 accessoires jusqu'à 52 sem.,Fauteuil roulant Action 3 NG Transit 43 cm
LOCBERCEAU,Location berceau,Autopiqueur Unistik® 3 - Gentle (Doux)
